,CSM-001
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.0
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.0
2022-08-29,0.0
2022-08-30,0.0
2022-08-31,0.0
2022-09-01,0.0
2022-09-02,0.0
2022-09-06,0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-19,0.0
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-26,0.0
2022-09-27,0.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-25,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,0.0
2023-05-01,0.0
2023-05-02,0.0
2023-05-03,0.0
2023-05-04,0.0
2023-05-05,0.0
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,0.0
2023-05-19,0.0
2023-05-22,0.0
2023-05-23,0.0
2023-05-24,0.0
2023-05-25,0.0
2023-05-26,0.0
2023-05-30,0.0
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,0.0
2023-06-23,0.0
2023-06-26,0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,0.0
2023-07-03,0.0
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.0
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.0
2023-08-03,0.0
2023-08-04,0.0
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,0.0
2023-08-10,0.0
2023-08-11,0.0
2023-08-14,0.0
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,0.0
2023-08-21,0.0
2023-08-22,0.0
2023-08-23,0.0
2023-08-24,0.0
2023-08-25,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,0.0
2023-09-01,0.0
2023-09-05,0.0
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,0.0
2023-09-11,0.0
2023-09-12,0.0
2023-09-13,0.0
2023-09-14,0.0
2023-09-15,0.0
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.0
2023-09-22,0.0
2023-09-25,0.0
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.0
2023-09-29,0.0
2023-10-02,0.0
2023-10-03,0.0
2023-10-04,0.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-09,0.0
2023-10-10,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-13,0.0
2023-10-16,0.0
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.0
2023-11-02,0.0
2023-11-03,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-24,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.0
2023-12-01,0.0
2023-12-04,0.0
2023-12-05,0.0
2023-12-06,0.0
2023-12-07,0.0
2023-12-08,0.0
2023-12-11,0.0
2023-12-12,0.0
2023-12-13,0.0
2023-12-14,0.0
2023-12-15,0.0
2023-12-18,0.0
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,0.0
2024-01-11,0.0
2024-01-12,0.0
2024-01-16,0.0
2024-01-17,0.0
2024-01-18,0.0
2024-01-19,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-17,0.0
2024-06-18,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,0.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-05,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.0
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-29,0.0
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.0
2024-08-09,0.0
2024-08-12,0.0
2024-08-13,0.0
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-19,0.0
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,0.0
2024-08-23,0.0
2024-08-26,0.0
2024-08-27,0.0
2024-08-28,0.0
2024-08-29,0.0
2024-08-30,0.0
2024-09-03,0.0
2024-09-04,0.0
2024-09-05,0.0
2024-09-06,0.0
2024-09-09,0.0
2024-09-10,0.0
2024-09-11,0.0
2024-09-12,0.0
2024-09-13,0.0
2024-09-16,0.0
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-30,0.0
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-07,0.0
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,0.0
2024-10-24,0.0
2024-10-25,0.0
2024-10-28,0.0
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-11,0.0
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.0
2024-11-15,0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-29,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-02,-0.010453975980079152
2025-01-03,0.05593753688225977
2025-01-06,-0.018530236693608593
2025-01-07,-0.02123983367334555
2025-01-08,-0.017530693819078475
2025-01-10,-0.046736412639395056
2025-01-13,-0.02809907978960039
2025-01-14,0.0010821708170856148
2025-01-15,0.03897220510739766
2025-01-16,0.013204524468515572
2025-01-17,-0.014216911547454136
2025-01-21,0.02412493046590556
2025-01-22,0.016556685836025244
2025-01-23,-0.004328369906704857
2025-01-24,-0.010307211125655412
2025-01-27,-0.07784171342499208
2025-01-28,0.016479560924469117
2025-01-29,-0.00749102611233989
2025-01-30,0.029604368025170413
2025-01-31,-0.010641543857415982
2025-02-03,0.005966270705908918
2025-02-04,0.020730635273731868
2025-02-05,0.09098511564900433
2025-02-06,0.038467434077062435
2025-02-07,-0.025845906333264643
2025-02-10,0.04479464401051951
2025-02-11,-0.0307977427028859
2025-02-12,-0.018967960344093353
2025-02-13,0.03823775143451602
2025-02-14,0.004860945763948464
2025-02-18,0.0037709998988251035
2025-02-19,-0.012816705257982284
2025-02-20,-0.0016115603334562556
2025-02-21,-0.033764627827695494
2025-02-24,-0.023713455328602973
2025-02-25,-0.043286669106595656
2025-02-26,0.022601670168016615
2025-02-27,-0.05453523990153407
2025-02-28,0.014430945716185584
2025-03-03,-0.08839960257497771
2025-03-04,-0.00970122009276969
2025-03-05,0.009985021165629604
2025-03-06,-0.03965268926281817
2025-03-07,0.006229362481410336
2025-03-10,-0.06962599253221423
2025-03-11,0.00546995401750394
2025-03-12,0.04207132064138617
2025-03-13,-0.03999323740385661
2025-03-14,0.10423150420247122
2025-03-17,0.010133841380991658
2025-03-18,-0.019588089386546194
2025-03-19,0.02802067960228486
2025-03-20,-0.007468712781285135
2025-03-21,0.004749060702224436
2025-03-24,0.02839050912309824
2025-03-25,0.00021874708492021977
2025-03-26,-0.03507324576038127
2025-03-27,-0.02456859152471724
2025-03-28,-0.04949393690565235
2025-03-31,-0.004695063217026155
2025-04-01,0.0101048939160668
2025-04-02,0.022122861502187043
2025-04-03,-0.12841079747796594
2025-04-04,-0.1134475636752314
2025-04-07,-0.014117578610400734
2025-04-08,-0.06071412858612301
2025-04-09,0.22240005537891522
2025-04-10,-0.07771648766811966
2025-04-11,0.028552647861947406
2025-04-14,0.024887169731164335
2025-04-15,-0.001226888196191914
2025-04-16,-0.052413187094931035
2025-04-17,0.017648795749539686
2025-04-21,-0.030722332402575915
2025-04-22,0.05059733236770702
2025-04-23,0.04849486692268934
2025-04-24,0.043005158571960855
2025-04-25,0.0020904027340200946
2025-04-28,0.011843049882289106
2025-04-29,0.012346272411176414
2025-04-30,-0.008391330455931692
2025-05-01,0.03264960732021521
2025-05-02,0.0014888849856372847
2025-05-05,-0.037541573773438475
2025-05-06,-0.031070851722885394
2025-05-07,-0.019606854788638595
2025-05-08,0.0027903309057654146
2025-05-09,-0.012833622698263804
2025-05-12,0.10195610364504254
2025-05-13,0.0754710775770183
2025-05-14,-0.009631957441291595
2025-05-15,0.013777697570512084
2025-05-16,0.02830257404969603
2025-05-19,-0.025198142286900208
2025-05-20,-0.005819760402106522
2025-05-21,-0.04483929149324817
2025-05-22,0.007949345410016817
2025-05-23,-0.014487163406552452
2025-05-27,0.01592446804746113
2025-05-28,-0.014586182693111426
2025-05-29,-0.010751588242655407
2025-05-30,-0.023044853807923184
2025-06-02,0.001030008866599375
2025-06-03,0.00454369009296048
2025-06-04,-0.00020934997139708035
2025-06-05,-0.0017873267988847506
2025-06-06,0.02810339777423702
2025-06-09,0.01463236106075586
2025-06-10,0.0010041820826914476
2025-06-11,0.0063686826815089375
2025-06-12,-0.004888450004165805
2025-06-13,-0.03985218081008155
2025-06-16,5.261504751080605e-05
2025-06-17,-0.016430696324080764
2025-06-18,0.00604434900554938
2025-06-20,-0.005251130294234666
2025-06-23,0.0036645769207184946
2025-06-24,0.025831648725486336
2025-06-25,-0.012790620629186827
2025-06-26,0.009767792065302152
2025-06-27,-0.00809250421288965
2025-06-30,0.010077715924952527
2025-07-01,-0.0004999999999999999
2025-07-02,0.0
2025-07-03,0.0
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,0.0
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,0.0
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,0.011526064023925822
2025-08-04,0.07222066291958222
2025-08-05,-0.005179908401158673
2025-08-06,-0.0006533925159819352
2025-08-07,-0.0334007430889134
2025-08-08,0.0036241980832882135
2025-08-11,0.013380716821674299
2025-08-12,0.05626439064466729
2025-08-13,0.012087627010424463
2025-08-14,0.0014331782151941561
2025-08-15,0.030387669869618862
2025-08-18,0.01543683797935556
2025-08-19,-0.04250931520353533
2025-08-20,-0.008472089483732865
2025-08-21,0.02088996907323411
2025-08-22,0.043698846584770745
2025-08-25,-0.011196104566639647
2025-08-26,0.01546434092197
2025-08-27,-0.011700209433139283
2025-08-28,-0.001245344008105222
2025-08-29,-0.030693031174477286
2025-09-02,0.013922595796202017
2025-09-03,0.012239688567812547
2025-09-04,-0.030330116093363405
2025-09-05,0.01341224177846867
2025-09-08,0.002263524189853827
2025-09-09,-1.967984609814238e-05
2025-09-10,0.02127217197742197
2025-09-11,0.012979972219501801
2025-09-12,-0.002275842579146858
2025-09-15,0.03757617844036958
2025-09-16,-0.005088149867688795
2025-09-17,-0.006611931996652976
2025-09-18,0.06114857792891196
2025-09-19,0.02619923095237895
2025-09-22,0.034412078269069626
2025-09-23,0.009695311741190336
2025-09-24,0.00889494766200851
2025-09-25,-0.02504114894647072
2025-09-26,0.0024396044508227413
2025-09-29,0.04641080228183785
2025-09-30,-0.013817503484397722
2025-10-01,0.03965844729366421
2025-10-02,0.0007369565496841424
2025-10-03,0.014485542534526923
2025-10-06,0.051455859424678486
2025-10-07,-0.017582818722712834
2025-10-08,0.011302060488046606
2025-10-09,0.012406881069854898
2025-10-10,-0.005597985057256781
2025-10-13,0.0831193517519391
2025-10-14,0.04461024894461281
2025-10-15,-0.056446959411489986
2025-10-16,-0.12909858123478132
2025-10-17,-0.041843829378132344
2025-10-20,0.08849178901753628
2025-10-21,-0.028247130325251946
2025-10-22,-0.03578900542605347
2025-10-23,0.012054656678883167
2025-10-24,0.039868254982920195
2025-10-27,0.01400511699956865
2025-10-28,-0.024375052746509546
2025-10-29,0.006352071383002736
2025-10-30,-0.008333186250891004
2025-10-31,-0.006622815885482025
2025-11-03,-0.04392382838249335
2025-11-04,-0.05673793588921912
2025-11-05,0.006309322972779085
2025-11-06,-0.03548412630183171
2025-11-07,0.004843571691264332
2025-11-10,0.014494898831923154
2025-11-11,0.007526515659476724
2025-11-12,0.003870076596940164
2025-11-13,-0.07558218922831245
2025-11-14,0.02829396781972193
2025-11-17,-0.0167996505448161
2025-11-18,0.024894589639088416
2025-11-19,-0.0136205090449865
2025-11-20,-0.03678798032029114
2025-11-21,-0.003654373565310934
2025-11-24,0.014957492543918389
2025-11-25,0.003873470041439675
2025-11-26,0.007931481188689932
2025-11-28,0.018823826266919252
2025-12-01,-0.0405802587919182
2025-12-02,-0.060548213207980345
2025-12-03,0.011772515070836672
2025-12-04,0.039928087867146286
2025-12-05,-0.02236906556684022
2025-12-08,-0.02878090979445537
2025-12-09,0.02241293660365258
2025-12-10,-0.006116008882337728
2025-12-11,0.010821487927520357
2025-12-12,-0.03526616933245378
2025-12-15,-0.04147109008532347
2025-12-16,-0.006727476362428226
2025-12-17,-0.021449727660383368
2025-12-18,0.013065025268232756
2025-12-19,0.05481824589642288
2025-12-22,0.08016034282506553
2025-12-23,-0.028258761718763493
2025-12-24,0.017044613931843273
2025-12-26,-0.0197728097510384
2025-12-29,-0.04443100724744349
2025-12-30,-0.033981740764482994
2025-12-31,-0.017004287094587768
2026-01-02,-0.0014606717067118052
2026-01-05,0.030028209937235685
2026-01-06,-0.006612289765688728
2026-01-07,0.011788582612229887
2026-01-08,-0.01224447325276186
2026-01-09,-0.01458917619916957
2026-01-12,9.31655726574091e-05
2026-01-13,0.011725928048050041
2026-01-14,-0.004295833722533411
2026-01-15,-0.009501596853129679
2026-01-16,-0.01084421922368243
2026-01-20,0.0010353705948091627
2026-01-21,0.005955420391542027
2026-01-22,0.017764070594088334
2026-01-23,-0.007802903427685193
2026-01-26,-0.0049238827859514975
2026-01-27,0.00589763019561366
2026-01-28,-0.01601437862991706
2026-01-29,-0.0029736760614308038
2026-01-30,-0.013981807374882544
2026-02-02,-0.018069632887983245
2026-02-03,-0.007325223308355073
2026-02-04,-0.020732171467996163
2026-02-05,-0.10413796580733758
2026-02-06,0.10440682843281615
2026-02-09,-0.001441830555088711
2026-02-10,-0.010378081471592044
2026-02-11,-0.006629336448460975
2026-02-12,-0.023989105704836363
2026-02-13,0.0036754042203207184
2026-02-17,-0.011288453367332493
2026-02-18,-0.004710264712495897
2026-02-19,0.003329265932400293
2026-02-20,-0.016713559214445246
2026-02-23,-0.017564535154162488
2026-02-24,0.020331558326575124
2026-02-25,0.009071395889077497
2026-02-26,-0.01418296197259709
2026-02-27,-0.01654557776994266
2026-03-02,0.01711134800301097
2026-03-03,-0.024324742182960307
2026-03-04,0.04330551210669501
2026-03-05,-0.020057270109370154
2026-03-06,-0.032596993556980924
2026-03-09,0.02364755901939103
2026-03-10,0.024238448998663634
2026-03-11,-0.018183831165037023
2026-03-12,-0.026361890909116836
2026-03-13,-0.01662005757792171
2026-03-16,0.011852640966823647
2026-03-17,0.016678421450903848
2026-03-18,-0.03943977269312193
2026-03-19,0.013102636359357359
2026-03-20,-0.04136360354430742
2026-03-23,-0.004143116890074184
2026-03-24,-0.021014040213051813
2026-03-25,0.0077179130360233526
2026-03-26,-0.023262438567185274
2026-03-27,-0.047105948429034795
2026-03-30,-0.05136140583177368
2026-03-31,0.0954493240536662
2026-04-01,-0.012701527241185116
2026-04-02,0.05604890352053941
2026-04-06,0.007279061601223508
2026-04-07,-0.01566586836368235
2026-04-08,0.050010591428990926
2026-04-09,0.008976078029262034
2026-04-10,0.019249590280425756
2026-04-13,0.0003491237803090654
2026-04-14,0.04116215576827147
2026-04-15,0.03340961182021024
2026-04-16,0.026892575306275344
2026-04-17,0.04554109164661977
2026-04-20,0.0014794427913169903
2026-04-21,-0.04727467933046799
2026-04-22,0.04767988839278549
2026-04-23,-0.05821109150524313
2026-04-24,0.017501713020341963
2026-04-27,-0.023464449464625333
2026-04-28,-0.02698894075257783
2026-04-29,-0.013261406536068422
2026-04-30,0.05213771889253108
2026-05-01,0.039919913877583015
2026-05-04,-0.002309067395991961
2026-05-05,0.02767174751137391
2026-05-06,0.010536947828932051
2026-05-07,-0.04396116950909249
2026-05-08,0.0025704733361688117
2026-05-11,0.03935203518620837
2026-05-12,-0.00906083827171931
2026-05-13,0.03032070199898003
2026-05-14,-0.021757905474757533
2026-05-15,-0.05726865367971973
2026-05-18,-0.04107546883281911
2026-05-19,-0.0033064084544633756
2026-05-20,0.04269667920099603
2026-05-21,0.03803616202986763
2026-05-22,0.019672887563773295
2026-05-26,0.0026012007867699718
2026-05-27,0.015215939807340855
2026-05-28,-0.009398673576216895
