csm_state_date,ticker,adjusted_close,csm_return_12_1,csm_score,csm_high,csm001_valid_observation,month,monthly_return,rsm_residual_sum_12_1,rsm_score,rsm_state,rsm_valid_observation,rsm_high,rsm_low,csm_low,future_return_1m,year,interaction_state,agreement_state
2014-02-28,A,36.69791412353516,0.404146189733821,0.7785234899328859,False,True,2014-02-28,-0.0209806336057313,-0.1032306516574917,0.2969121140142517,MIDDLE,True,False,False,True,-0.0177407018485599,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2014-03-31,A,36.04686737060547,0.4012356769586342,0.7360178970917226,False,True,2014-03-31,-0.0177407018485599,0.0072853979659157,0.5781990521327014,MIDDLE,True,False,False,True,-0.0312798495577,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2014-04-30,A,34.91932678222656,0.3594374346768061,0.7203579418344519,False,True,2014-04-30,-0.0312798495577,-0.0308865012704165,0.476303317535545,MIDDLE,True,False,False,True,0.0536638404735385,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2014-05-30,A,36.79323196411133,0.1850802922731957,0.5178571428571429,False,True,2014-05-31,0.0536638404735385,0.0287626754545457,0.6193853427895981,MIDDLE,True,False,False,True,0.0110893326939776,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2014-06-30,A,37.20124435424805,0.3410049314834611,0.7028824833702882,False,True,2014-06-30,0.0110893326939776,0.0493290222852672,0.6713947990543735,MIDDLE,True,False,False,True,-0.0235026711729176,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2014-07-31,A,36.3269157409668,0.3144382924326001,0.7272727272727273,False,True,2014-07-31,-0.0235026711729176,0.1776355783174804,0.8705882352941177,MIDDLE,True,False,False,True,0.0190763658442512,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2014-08-29,A,37.019901275634766,0.2097141378486389,0.5365853658536586,False,True,2014-08-31,0.0190763658442512,0.1548105437200714,0.852112676056338,MIDDLE,True,False,False,True,-0.0008306417250886,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2014-09-30,A,36.98915100097656,0.1231557190402743,0.2882483370288248,False,True,2014-09-30,-0.0008306417250886,0.1543607060295404,0.8501170960187353,MIDDLE,True,False,False,True,-0.0298351443677935,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2014-10-31,A,35.88557434082031,0.1101881601567502,0.4756637168141593,False,True,2014-10-31,-0.0298351443677935,0.1162326285159036,0.7845433255269321,MIDDLE,True,False,False,True,0.0808705003025345,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2014-11-28,A,38.78765869140625,0.0223126417543499,0.2362030905077262,False,True,2014-11-30,0.0808705003025345,0.2066776674579074,0.8992974238875878,MIDDLE,True,False,False,True,-0.0421152656896886,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2014-12-31,A,37.15410614013672,0.023829179323507,0.2268722466960352,False,True,2014-12-31,-0.0421152656896886,0.0976521528582394,0.7219626168224299,MIDDLE,True,False,False,True,-0.0751710058373305,2014,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-01-30,A,34.3611946105957,-0.0212895274299683,0.0991189427312775,False,True,2015-01-31,-0.0751710058373305,0.1068524143208701,0.6953488372093023,MIDDLE,True,False,False,True,0.1175534252758869,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-02-27,A,38.40047073364258,-0.0484460812751179,0.171806167400881,False,True,2015-02-28,0.1175534252758869,0.0401152897453571,0.541860465116279,MIDDLE,True,False,False,True,-0.0132113069022427,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-03-31,A,37.89315032958984,0.077659276128714,0.2819383259911894,False,True,2015-03-31,-0.0132113069022427,0.0554876667785774,0.5475638051044084,MIDDLE,True,False,False,True,-0.0043322257637868,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-04-30,A,37.72898864746094,0.085162682714631,0.3215859030837004,False,True,2015-04-30,-0.0043322257637868,0.0474302376482919,0.5829493087557603,MIDDLE,True,False,False,True,-0.0043511767134849,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-05-29,A,37.564823150634766,0.0396916166649963,0.2417582417582417,False,True,2015-05-31,-0.0043511767134849,-0.029782808285301,0.4193548387096774,MIDDLE,True,False,False,True,-0.0610205157852439,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-06-30,A,35.27259826660156,0.0031543004709866,0.2149122807017544,False,True,2015-06-30,-0.0610205157852439,-0.0933474344129824,0.2626728110599078,MIDDLE,True,False,False,True,0.0614309198074947,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-07-31,A,37.43942642211914,-0.0119087885464937,0.1684901531728665,False,True,2015-07-31,0.0614309198074947,-0.0437093200055114,0.3862068965517241,MIDDLE,True,False,False,True,-0.1133085353834384,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-08-31,A,33.19721984863281,0.0113324220764601,0.2691466083150984,False,True,2015-08-31,-0.1133085353834384,-0.1635906067045591,0.160919540229885,MIDDLE,True,False,False,True,-0.0517860943099715,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-09-30,A,31.478065490722656,-0.1025146847042701,0.1790393013100436,False,True,2015-09-30,-0.0517860943099715,-0.0958307454232409,0.2689655172413793,MIDDLE,True,False,False,True,0.0999123098926706,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-10-30,A,34.62311172485352,-0.1226607757418115,0.2200435729847494,False,True,2015-10-31,0.0999123098926706,-0.1736694431627123,0.1563218390804597,MIDDLE,True,False,False,True,0.1075217152122776,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-11-30,A,38.345848083496094,-0.1087860170858399,0.196078431372549,False,True,2015-11-30,0.1075217152122776,-0.0710855945369945,0.3486238532110092,MIDDLE,True,False,False,True,0.0024942962360032,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2015-12-31,A,38.44149398803711,0.0133191631879583,0.4030501089324618,False,True,2015-12-31,0.0024942962360032,-0.1231180347343512,0.2608695652173913,MIDDLE,True,False,False,True,-0.0994975095778026,2015,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2016-01-29,A,34.616661071777344,0.1100936815794451,0.5882352941176471,False,True,2016-01-31,-0.0994975095778026,0.0240594408012374,0.5926773455377574,MIDDLE,True,False,False,True,-0.0079681086114462,2016,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2016-02-29,A,34.3408317565918,-0.1354081720741159,0.3790849673202614,False,True,2016-02-29,-0.0079681086114462,0.1153803580578716,0.7780320366132724,MIDDLE,True,False,False,True,0.0669342073969787,2016,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2016-03-31,A,36.639408111572266,-0.063658571402397,0.4130434782608695,False,True,2016-03-31,0.0669342073969787,0.0455441716568436,0.6109839816933639,MIDDLE,True,False,False,True,0.0298222732568846,2016,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2016-04-29,A,37.732078552246094,-0.0288791344520176,0.3652173913043478,False,True,2016-04-30,0.0298222732568846,0.0458188902342015,0.5949656750572082,MIDDLE,True,False,False,True,0.1214564850224007,2016,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2016-05-31,A,42.314884185791016,0.0110800090444047,0.4652173913043478,False,True,2016-05-31,0.1214564850224007,0.0352867173066073,0.5068493150684932,MIDDLE,True,False,False,True,-0.0307932509558404,2016,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2016-06-30,A,41.01187133789063,0.1804164035897,0.7304347826086957,False,True,2016-06-30,-0.0307932509558404,0.1053520986877784,0.6795454545454546,MIDDLE,True,False,False,True,0.0845356383061841,2016,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2016-07-29,A,44.47883605957031,0.0772369402067374,0.5701943844492441,False,True,2016-07-31,0.0845356383061841,0.2437492256970797,0.8934240362811792,MIDDLE,True,False,False,True,-0.0234875032804855,2016,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
2016-08-31,A,43.43413925170898,0.3729220307366314,0.8401727861771058,False,True,2016-08-31,-0.0234875032804855,0.1696546467360352,0.7601809954751131,MIDDLE,True,False,False,True,0.004831196630177,2016,CSM_LOW_x_RSM_LOW,BOTH_NOT_HIGH
